iter	F1	Logloss
95	0.8202249734	0.430357697
96	0.820810165	0.4292852283
97	0.8210712384	0.428001757
98	0.8237875001	0.427510848
99	0.8238154472	0.4265891056
100	0.8239458921	0.4257864369
101	0.823452164	0.4252562289
102	0.8236479754	0.4242724773
103	0.8236293226	0.423624445
104	0.823731923	0.4227928286
105	0.8260800688	0.4215829599
106	0.8272257232	0.4204481422
107	0.8297427198	0.4192327405
108	0.8295738498	0.4183819174
109	0.8311189009	0.4174126907
110	0.8317772874	0.4166390956
111	0.8320691919	0.4158876892
112	0.8323990079	0.4151875664
113	0.8328895033	0.4138041305
114	0.8331538557	0.4129020401
115	0.8332955422	0.4124243343
116	0.8335696059	0.4114772242
117	0.8337133458	0.4106907844
118	0.8346578091	0.4102156806
119	0.8349228309	0.4096957962
120	0.8358439027	0.4091736609
121	0.8373985583	0.4076411758
122	0.8385795545	0.4068773475
123	0.838893234	0.4060550314
124	0.8391881166	0.4050403608
125	0.8395689166	0.4041163653
126	0.8405406018	0.4032999698
127	0.8387887871	0.4029482409
128	0.8391603626	0.4019573029
129	0.8402366864	0.4010592188
130	0.841315428	0.4004665226
131	0.8423763814	0.3994736852
132	0.8425388971	0.3988361576
133	0.8445568242	0.3978135944
134	0.8472404582	0.3968341349
135	0.8472814951	0.3964512271
136	0.8474898666	0.3956472698
137	0.8476530208	0.3951354368
138	0.8484313459	0.3945858704
139	0.8495803452	0.394085659
140	0.8497918175	0.3936095377
141	0.8505541733	0.3930884596
142	0.8506984899	0.3926191777
143	0.8506600007	0.3919031317
144	0.8514428457	0.391299141
145	0.8525809076	0.3905793006
146	0.8538586735	0.3895312367
147	0.8526245486	0.3889238915
148	0.8537675534	0.3884045563
149	0.8543089099	0.3869689192
150	0.8578334482	0.3862906737
151	0.8595638911	0.3846854248
152	0.8590236619	0.384113537
153	0.8614094187	0.3826535602
154	0.8623167122	0.3818988927
155	0.8615683792	0.3815038845
156	0.8634490545	0.3808033751
157	0.863067443	0.3799199701
158	0.8626088138	0.3789747219
159	0.863596774	0.3785065636
160	0.8630732646	0.3776686689
161	0.8634839353	0.376910588
162	0.8644670396	0.3763747073
163	0.8647607829	0.3758004528
164	0.8647999638	0.3752087249
165	0.865969345	0.3745829107
166	0.8660771904	0.3738698815
167	0.8662831518	0.3732380355
168	0.866744468	0.3724240294
169	0.8669114481	0.371979025
170	0.866931097	0.3715594443
171	0.8683537427	0.371209603
172	0.8689164865	0.3702682143
173	0.8678286706	0.3691198498
174	0.8683308748	0.3683859605
175	0.8693748866	0.3679830519
176	0.8693058753	0.3677627685
177	0.8701900736	0.3664756269
178	0.8709918648	0.3658824323
179	0.8718279716	0.3653134181
180	0.8719365798	0.3649434068
181	0.8738077189	0.3643654094
182	0.8742924422	0.3634892298
183	0.8750297386	0.362353848
184	0.8761518781	0.3619213757
185	0.8775584133	0.3607496838
186	0.8775378483	0.3601973298
187	0.8784473491	0.3597945112
188	0.877716745	0.3595471051
189	0.8778261067	0.359091967
190	0.8774431999	0.358355224
191	0.8783936908	0.3578553167
192	0.8799012949	0.3567767235
193	0.8797008668	0.3556798183
194	0.8802998732	0.3554329415
195	0.8808085844	0.3547983617
196	0.8811680288	0.3542303401
197	0.882089045	0.3534177434
198	0.8832474665	0.3525900799
199	0.8840363151	0.3514979653
200	0.8830686272	0.3512414324
201	0.8825503356	0.3504358508
202	0.8831598757	0.3496886459
203	0.8837515016	0.349263367
204	0.8846371689	0.3485762021
205	0.8852421859	0.3479996465
206	0.8860796774	0.3474838742
207	0.8848362423	0.3466167809
208	0.8865081794	0.3456387443
209	0.8867997278	0.3450580014
210	0.8868097846	0.3446598647
211	0.8885088454	0.3438972066
212	0.8886900177	0.343448424
213	0.8888511217	0.3429338814
214	0.889173505	0.3424040919
215	0.8897180575	0.3412085092
216	0.8899401035	0.3403118941
217	0.8902228678	0.3397483067
218	0.8911142614	0.3392146738
219	0.891640094	0.3380386594
220	0.8921361582	0.3368417023
221	0.8922779923	0.336033308
222	0.8924604166	0.335582903
223	0.8926733393	0.3351134413
224	0.8926429156	0.334820298
225	0.8934329443	0.3343056243
226	0.8935343947	0.3339466032
227	0.8935851285	0.3336984112
228	0.8938084258	0.3331494379
229	0.8937982735	0.3327446185
230	0.8941435811	0.3323213401
231	0.8950267459	0.3316562882
232	0.8963872931	0.3306792113
233	0.8969782246	0.3300499295
234	0.8971309243	0.3295275895
235	0.8971920187	0.3292279146
236	0.8974364796	0.3283764977
237	0.8984418444	0.3278897873
238	0.8985540145	0.3274024975
239	0.8989052421	0.3263628727
240	0.8999409681	0.3257016146
241	0.9008089128	0.3251887793
242	0.9022856301	0.3248246755
243	0.9018326982	0.3241727225
244	0.9027869113	0.3233548431
245	0.903805413	0.3229488357
246	0.9042664128	0.3223022151
247	0.9044099308	0.3218390988
248	0.904481707	0.3215794786
249	0.9046458095	0.32110974
250	0.9048715477	0.3202772033
251	0.9049947251	0.3196727106
252	0.9058323414	0.319055747
253	0.9061199497	0.3180109236
254	0.9071823705	0.3173034042
255	0.9091464864	0.3166987857
256	0.9091773657	0.3163766882
257	0.9092803116	0.3158701208
258	0.9086065388	0.3150596036
259	0.9087919813	0.3144544765
260	0.9089568827	0.3141943745
261	0.9090084266	0.313721704
262	0.9091940332	0.3130298695
263	0.9092043469	0.3128256137
264	0.9101975586	0.3122029168
265	0.9103729736	0.3117275662
266	0.9103213739	0.3114992437
267	0.9104555452	0.3110836621
268	0.9106723671	0.310578774
269	0.9107756519	0.3101887948
270	0.9116710304	0.3098212118
271	0.911970793	0.3091980058
272	0.9119604531	0.3089965186
273	0.9120328374	0.3085746133
274	0.9121155765	0.308007149
275	0.9134722191	0.3071908743
276	0.913782938	0.3064876622
277	0.9141768189	0.3057155689
278	0.9143738867	0.3051186287
279	0.9145917974	0.3046748155
280	0.9148098119	0.3041227342
281	0.9156845174	0.3037590073
282	0.9158819125	0.3031717627
283	0.9161105815	0.30240419
284	0.9162249589	0.3018897116
285	0.9170957425	0.3015588743
286	0.9177410568	0.3005253711
287	0.9178660613	0.2999672904
288	0.9180953246	0.2993959033
289	0.9172764874	0.2990341906
290	0.9173911561	0.2985498493
291	0.9174537148	0.2978997706
292	0.9185020275	0.2970941637
293	0.9186063684	0.2966592999
294	0.9186063684	0.2961600054
295	0.9190030799	0.2954879148
296	0.9192747115	0.2946012909
297	0.91959879	0.2938681458
298	0.9202705007	0.2932058919
299	0.9203437223	0.2927717372
300	0.9199440279	0.2923263811
301	0.9200068263	0.292065997
302	0.9201324488	0.2916840664
303	0.9200696333	0.2913924147
304	0.9201429189	0.2909205097
305	0.920898493	0.290524008
306	0.9209299152	0.2901596975
307	0.9220137081	0.2897097147
308	0.9221919054	0.2893067143
309	0.9222338442	0.288839692
310	0.9223387078	0.2884771471
311	0.922485557	0.2880455251
312	0.923281536	0.2874961429
313	0.923323519	0.2869661247
314	0.9234389922	0.2865647853
315	0.923365506	0.286378065
316	0.923365506	0.2860837962
317	0.9236280106	0.285632033
318	0.9242763464	0.28500097
319	0.9253904254	0.2844456918
320	0.9254850289	0.2840921406
321	0.9257268813	0.2835067461
322	0.925789994	0.2832205644
323	0.9259478134	0.2829303204
324	0.925905723	0.2826796198
325	0.9260635819	0.2823736334
326	0.9264742671	0.2815588491
327	0.9267166369	0.2811505062
328	0.9267271776	0.2807564718
329	0.9267904268	0.2800004845
330	0.9271595526	0.2793912611
331	0.9271068023	0.2792361788
332	0.927096253	0.2788625628
333	0.927149002	0.2785028621
334	0.9273178393	0.2780697162
335	0.9274972964	0.2778065721
336	0.9276240138	0.2774127204
337	0.9278141548	0.2771174567
338	0.9278247204	0.2768502942
339	0.9277190745	0.2763083248
340	0.9281418026	0.2757194716
341	0.9283215787	0.2752768393
342	0.9291742116	0.2748996904
343	0.9294388371	0.2744467282
344	0.9295976848	0.2741121543
345	0.9296718323	0.2738793615
346	0.9297671821	0.273266666
347	0.929851954	0.2728905906
348	0.9300109429	0.2725542265
349	0.9300639513	0.2723414017
350	0.9301169657	0.2720310909
351	0.930244225	0.2717310463
352	0.930244225	0.2714488483
353	0.9304351793	0.2709184737
354	0.9303927382	0.2707333632
355	0.9304776242	0.2704047632
356	0.9304457901	0.2701542152
357	0.9307217577	0.2698453854
358	0.9311360161	0.2692080644
359	0.9313167057	0.2686453565
360	0.9323325424	0.2681607451
361	0.9324601835	0.2676020083
362	0.9325878594	0.2671744419
363	0.9337394062	0.266703856
364	0.9339737812	0.2659539386
365	0.9340910128	0.2654848466
366	0.9341976126	0.2650565166
367	0.9342295973	0.2643215673
368	0.935104624	0.2639934281
369	0.9352539319	0.2637519274
370	0.9360644713	0.2632501582
371	0.9361178241	0.2627928541
372	0.9362672443	0.2624830636
373	0.9363846794	0.2618000287
374	0.9364807846	0.2612862513
375	0.9365448657	0.2609556615
376	0.9367051067	0.2604981764
377	0.9368440266	0.2600294884
378	0.9368654026	0.2597797152
379	0.9371006025	0.2592900338
380	0.9371647684	0.2588270641
381	0.9373038248	0.2583168487
382	0.9380660173	0.2577036106
383	0.9381409196	0.2573758119
384	0.9382265369	0.2569922182
385	0.9384299407	0.2566345718
386	0.9384620651	0.2563765249
387	0.9385263206	0.255915539
388	0.9387941465	0.2554925743
389	0.9381819013	0.2547692849
390	0.9404869149	0.2544059245
391	0.9406156267	0.2539231769
392	0.9400228311	0.2535680779
393	0.9407926259	0.2532853202
394	0.9408892286	0.2530504264
395	0.9419103225	0.2525843009
396	0.9420070025	0.2520746309
397	0.9420392336	0.251721312
398	0.9421574331	0.2514588734
399	0.9430512493	0.2509306636
400	0.9430942501	0.2507252138
401	0.9440051049	0.2501884346
402	0.9441126863	0.2498930039
403	0.9441234458	0.2495457414
404	0.9440911681	0.2493357159
405	0.9442633415	0.2490111646
406	0.9444032786	0.2486778746
407	0.944424811	0.2483009584
408	0.9438440734	0.2480127815
409	0.9439087019	0.2478112076
410	0.9440056611	0.2474905843
411	0.9439194741	0.2473367074
412	0.9439841129	0.2470014982
413	0.9440056611	0.2467046825
414	0.9441888606	0.2461447567
415	0.945028119	0.2457732878
416	0.945028119	0.2453581365
417	0.9451359337	0.2451097167
418	0.9452545583	0.2448592151
419	0.9452653438	0.2446454334
420	0.945243773	0.2443472644
421	0.9454271563	0.2439166929
422	0.9454703157	0.2436777817
423	0.9455350621	0.2434199124
424	0.9455674386	0.2430139758
425	0.9457077626	0.2426435287
426	0.9457185584	0.2423028209
427	0.9460857649	0.2417900952
428	0.946193821	0.2414909742
429	0.946269475	0.2411175161
430	0.947244616	0.2406454434
431	0.9474285323	0.2402601031
432	0.9475367517	0.2400515724
433	0.9475692223	0.2398198646
434	0.9476341703	0.2393956532
435	0.9483274346	0.2389242178
436	0.9484357159	0.2386929377
437	0.9485765186	0.2384301631
438	0.9486523527	0.2381839316
439	0.9488040573	0.2377836429
440	0.9489124475	0.2375046865
441	0.9481181689	0.2372433571
442	0.9490533917	0.2369295996
443	0.9498715093	0.2366433415
444	0.9500559757	0.2363526665
445	0.9498715093	0.2361349332
446	0.9500559757	0.2357559465
447	0.9501319533	0.2355784065
448	0.950207943	0.2353393243
449	0.950414262	0.2349752593
450	0.9504359851	0.2346535737
451	0.9505989393	0.2341944163
452	0.9505989393	0.2339323092
453	0.9506315368	0.2335942144
454	0.9508923978	0.2329820616
455	0.9509358885	0.232553701
456	0.9510555085	0.2321888605
457	0.9511425238	0.2315547451
458	0.9513818981	0.2312049256
459	0.9514907443	0.2308900986
460	0.9515342898	0.2306436631
461	0.9515669516	0.2304675958
462	0.9516540605	0.2303011753
463	0.9516540605	0.2300934447
464	0.9517956465	0.2297385326
465	0.9518501139	0.2294264731
466	0.9519590673	0.2292695585
467	0.9520898444	0.2289691843
468	0.9522642698	0.2285965146
469	0.9524060374	0.2283458125
470	0.9531798986	0.2280598645
471	0.9533544717	0.2278016203
472	0.953572778	0.2274219362
473	0.9536710484	0.2269843648
474	0.9538348775	0.2267197907
475	0.9540096906	0.2260934149
476	0.9540971212	0.2257787224
477	0.954206432	0.2255246446
478	0.9541736361	0.2250034649
479	0.9542720304	0.224878797
480	0.9543595091	0.2244047136
481	0.9543923177	0.2241644725
482	0.9544032545	0.2240429572
483	0.9544579418	0.2238107841
484	0.9544798185	0.2234036916
485	0.9546220414	0.2229654748
486	0.9546110996	0.2226535662
487	0.9548847181	0.2221862765
488	0.9548956661	0.2218087866
489	0.9550270617	0.2212983441
490	0.9551475395	0.220811864
491	0.955224223	0.2206225887
492	0.9552680476	0.220161059
493	0.9553118763	0.2198377673
494	0.9553776269	0.2195316914
495	0.9554433865	0.2192496779
496	0.956216681	0.2189196925
497	0.9563043902	0.218571302
498	0.9563592166	0.2182869059
499	0.9564359842	0.2179515047
